Mark,Manu,Type,Model,Serial,MTOW,engnum,Engmanu,Engtype,Engmodel,Fueltype,regType,regholdname,regholdadd1,regholdadd2,regholdSuburb,regholdState,regholdPostcode,regholdCountry,regholdCommdate,regopName,regopadd1,regopadd2,regopSuburb,regopState,regopPostcode,regopCountry,regopCommdate,Datefirstreg,gear,Airframe,CoAcata,CoAcatb,CoAcatc,Propmanu,Propmodel,Typecert,Countrymanu,Yearmanu,Regexpirydate,suspendstatus,suspenddate,ICAOtypedesig,IDERA_Authorised_Party,IDERA_Certified_Designee
VKH,THE BOEING COMPANY,,787-8,36233,277930,2,GENERAL ELECTRIC COMPANY,Turbofan,GEnx-1B70/P2G01,Kerosene,Full Registration,QF EXIM B787 NO. 2 PTY LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Sep-14,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,23-Sep-14,26-May-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,T00021SE,United States of America,2014,,,,B788,,
VKI,THE BOEING COMPANY,,787-8,36235,227930,2,GENERAL ELECTRIC COMPANY,Turbofan,GEnx-1B64/P2,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,17-Dec-14,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,17-Dec-14,17-Dec-14,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,T00021SE,United States of America,2014,,,,B788,NATIONAL AUSTRALIA BANK LIMITED,
VKJ,THE BOEING COMPANY,,787-8,36236,227930,2,GENERAL ELECTRIC COMPANY,Turbofan,GEnx-1B64/P2,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,30-Apr-15,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,30-Apr-15,30-Apr-15,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,T00021SE,United States of America,2015,,,,B788,NATIONAL AUSTRALIA BANK LIMITED,
VKK,THE BOEING COMPANY,,787-8,36237,227930,2,GENERAL ELECTRIC COMPANY,Turbofan,GEnx-1B64/P2,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,19-May-15,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,19-May-15,19-May-15,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,T00021SE,United States of America,2015,,,,B788,NATIONAL AUSTRALIA BANK LIMITED,
VKL,THE BOEING COMPANY,,787-8,36238,227930,2,GENERAL ELECTRIC COMPANY,Turbofan,GEnx-1B64/P2,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,31-Jul-15,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,31-Jul-15,31-Jul-15,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,T00021SE,United States of America,2015,,,,B788,,
VQA,AIRBUS INDUSTRIE,,A320-232,3783,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,"UMB BANK, NATIONAL ASSOCIATION",6440 S Millrock Dr Suite 400,,Salt Lake City,UT,84121,United States of America,20-Nov-19,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,20-Nov-19,3-Feb-09,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2009,,,,A320,,
VQC,AIRBUS INDUSTRIE,,A320-232,3668,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,WOMBAT 3668 LEASING PTY LTD,c/- TMF Corporate Services (Aust) Pty Ltd   L16  201 Elizabeth St,,SYDNEY,NSW,2000,Australia,30-Oct-08,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,30-Oct-08,30-Oct-08,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2008,,,,A320,,
VQE,AIRBUS INDUSTRIE,,A320-232,3495,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,"UMB BANK, NATIONAL ASSOCIATION",6440 S Millrock Dr Suite 400,,Salt Lake City,UT,84121,United States of America,20-Nov-19,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,20-Nov-19,21-May-08,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2008,,,,A320,,
VQF,AIRBUS INDUSTRIE,,A320-232,3474,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,"UMB BANK, NATIONAL ASSOCIATION",6440 S Millrock Dr Suite 400,,Salt Lake City,UT,84121,United States of America,20-Nov-19,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,20-Nov-19,15-Apr-08,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2008,,,,A320,,
VQG,AIRBUS INDUSTRIE,,A320-232,2787,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,3-Jun-16,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,3-Jun-16,5-May-06,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2006,,,,A320,NATIONAL AUSTRALIA BANK LIMITED,
VQH,AIRBUS INDUSTRIE,,A320-232,2766,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,RIL AVIATION VQH PTY LIMITED,L 22,1 York St,SYDNEY,NSW,2000,Australia,14-Jun-06,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,14-Jun-06,5-May-06,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2006,,,,A320,,
VQJ,AIRBUS INDUSTRIE,,A320-232,2703,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,RIL AVIATION VQJ PTY LIMITED,L 22,1 York St,SYDNEY,NSW,2000,Australia,18-May-06,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,18-May-06,2-Mar-06,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2006,,,,A320,,
VQK,AIRBUS INDUSTRIE,,A320-232,2651,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,25-Feb-16,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,25-Feb-16,13-Jan-06,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2006,,,,A320,NATIONAL AUSTRALIA BANK LIMITED,
VQL,AIRBUS INDUSTRIE,,A320-232,2642,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,9-Dec-16,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,9-Dec-16,5-Apr-06,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2006,,,,A320,NATIONAL AUSTRALIA BANK LIMITED,
VQM,AIRBUS INDUSTRIE,,A320-232,2608,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,22-Nov-17,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,22-Nov-17,25-Nov-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2005,,,,A320,NATIONAL AUSTRALIA BANK LIMITED,
VQP,AIRBUS INDUSTRIE,,A320-232,2573,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jan-15,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,16-Jan-15,28-Sep-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,EASA.A.064,France,2005,,,,A320,NATIONAL AUSTRALIA BANK LIMITED,
VQQ,AIRBUS INDUSTRIE,,A320-232,2537,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,9-Dec-15,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,9-Dec-15,28-Sep-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2005,,,,A320,NATIONAL AUSTRALIA BANK LIMITED,
VQR,AIRBUS INDUSTRIE,,A320-232,2526,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,24-Oct-16,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,24-Oct-16,1-Sep-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2005,,,,A320,NATIONAL AUSTRALIA BANK LIMITED,
VQS,AIRBUS INDUSTRIE,,A320-232,2515,77000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Jun-11,NETWORK AVIATION PTY LTD,PO Box 136,,BELMONT,WA,6984,Australia,23-Apr-18,1-Sep-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2005,,,,A320,,
VQU,AIRBUS INDUSTRIE,,A320-232,2455,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,3-Jun-16,NETWORK AVIATION PTY LTD,PO Box 136,,BELMONT,WA,6984,Australia,30-Apr-18,27-May-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2005,,,,A320,NATIONAL AUSTRALIA BANK LIMITED,
VQW,AIRBUS INDUSTRIE,,A320-232,2329,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,8-Dec-16,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,8-Dec-16,26-Nov-04,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2004,,,,A320,,
VQZ,AIRBUS INDUSTRIE,,A320-232,2292,73500,2,INTERNATIONAL AERO ENGINES,Turbofan,V2527-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,4-Dec-15,NETWORK AVIATION PTY LTD,PO Box 136,,BELMONT,WA,6984,Australia,23-Jul-21,10-Mar-05,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,TACA31,France,2004,,,,A320,,
VWN,AIRBUS,,A321-231,7438,93000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2533-A5,Kerosene,Full Registration,BOC AVIATION (UK) LIMITED,"c/- BOC Aviation Limited   8 Shenton Way, #18-01",,.,,68811,Singapore,25-Oct-16,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,25-Oct-16,25-Oct-16,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,EASA.A.064,Germany,2016,,,,A321,,
VWQ,AIRBUS S.A.S,,A321-231,7384,93000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2533-A5,Kerosene,Full Registration,BOC AVIATION (UK) LIMITED,"c/- BOC Aviation Limited   8 Shenton Way, #18-01",,.,,68811,Singapore,6-Oct-16,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,6-Oct-16,6-Oct-16,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,EASA.A.064,France,2016,,,,A321,,
VWT,AIRBUS INDUSTRIE,,A321-231,3717,89000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2533-A5,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,16-Sep-09,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,16-Sep-09,16-Sep-09,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A.064,France,2009,,,,A321,NATIONAL AUSTRALIA BANK LIMITED,
VWU,AIRBUS INDUSTRIE,,A321-231,3948,89000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2533-A5,Kerosene,Full Registration,AVOLON AEROSPACE (IRELAND) AOE 144 LIMITED,"The Oval, Building 1    Shelbourne Rd",,BALLSBRIDGE,LEINSTER,DUBLIN 4,Ireland,3-May-18,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,3-May-18,23-Jun-09,,Power Driven Aeroplane,,,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A.064,France,2009,,,,A321,WILMINGTON TRUST (LONDON) LIMITED,
VWW,AIRBUS INDUSTRIE,,A321-231,3916,89000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2533-A5,Kerosene,Full Registration,MADELEINE LEASING DESIGNATED ACTIVITY COMPANY,"Number One Ballsbridge,   Building 1. Shelbourne Rd",,DUBLIN 4,,,Ireland,25-May-09,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,25-May-09,25-May-09,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A.064,France,2009,,,,A321,,
VWX,AIRBUS INDUSTRIE,,A321-231,3899,89000,2,INTERNATIONAL AERO ENGINES,Turbofan,V2533-A5,Kerosene,Full Registration,MADELEINE LEASING DESIGNATED ACTIVITY COMPANY,"Number One Ballsbridge,   Building 1. Shelbourne Rd",,DUBLIN 4,,,Ireland,13-Jul-09,JETSTAR AIRWAYS PTY LIMITED,79 Victoria Pde,,COLLINGWOOD,VIC,3066,Australia,13-Jul-09,5-May-09,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A.064,France,2009,,,,A321,,
VXA,THE BOEING COMPANY,,737-838,29551,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,20-Dec-01,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2001,,,,B738,,
VXB,THE BOEING COMPANY,,737-838,30101,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,20-Dec-01,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2001,,,,B738,,
VXC,THE BOEING COMPANY,,737-838,30897,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,20-Dec-01,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2001,,,,B738,,
VXD,THE BOEING COMPANY,,737-838,29552,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,20-Dec-01,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2001,,,,B738,,
VXE,THE BOEING COMPANY,,737-838,30899,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Aug-14,20-Dec-01,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2001,,,,B738,,
VXF,THE BOEING COMPANY,,737-838,29553,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,22-Aug-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,22-Aug-14,20-Dec-01,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2001,,,,B738,,
VXG,THE BOEING COMPANY,,737-838,30901,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,22-Aug-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,22-Aug-14,20-Dec-01,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2001,,,,B738,,
VXH,THE BOEING COMPANY,,737-838,33478,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,1-Feb-16,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,1-Feb-16,15-Apr-02,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2002,,,,B738,,
VXI,THE BOEING COMPANY,,737-838,33479,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Jan-16,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Jan-16,15-Apr-02,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2002,,,,B738,,
VXJ,THE BOEING COMPANY,,737-838,33480,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Jan-16,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Jan-16,15-Apr-02,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2002,,,,B738,,
VXK,THE BOEING COMPANY,,737-838,33481,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,1-Feb-16,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,1-Feb-16,15-Apr-02,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2002,,,,B738,,
VXL,THE BOEING COMPANY,,737-838,33482,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Jan-16,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,29-Jan-16,15-Apr-02,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2002,,,,B738,,
VXM,THE BOEING COMPANY,,737-838,33483,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,3-Dec-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,3-Dec-14,15-Apr-02,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2002,,,,B738,,
VXN,THE BOEING COMPANY,,737-838,33484,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,24-Nov-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,24-Nov-14,15-Apr-02,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2002,,,,B738,,
VXO,THE BOEING COMPANY,,737-838,33485,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B24,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,19-Nov-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,19-Nov-14,15-Apr-02,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2002,,,,B738,,
VXP,THE BOEING COMPANY,,737-838,33722,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,2-Sep-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,2-Sep-13,15-May-03,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2003,,,,B738,,
VXQ,THE BOEING COMPANY,,737-838,33723,78390,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,30-Aug-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,30-Aug-13,15-May-03,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2003,,,,B738,,
VXR,THE BOEING COMPANY,,737-838,33724,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,4-Sep-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,4-Sep-13,15-May-03,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2003,,,,B738,,
VXS,THE BOEING COMPANY,,737-838,33725,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,6-Sep-13,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,6-Sep-13,15-May-03,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2003,,,,B738,,
VXT,THE BOEING COMPANY,,737-838,33760,79015,2,"CFM INTERNATIONAL, S.A.",Turbofan,CFM-56-7B26,Kerosene,Full Registration,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Jan-14,QANTAS AIRWAYS LIMITED,10 Bourke Rd,,MASCOT,NSW,2020,Australia,23-Jan-14,14-Nov-03,,Power Driven Aeroplane,Active (Transport),,,AIRCRAFT NOT FITTED WITH PROPELLER,NOT APPLICABLE,A16WE,United States of America,2003,,,,B738,,
